frac,fails,X_mean,diff_vs_1pct,b_T,b_R,cumene_case_kgh,valid_rmse_비교불가
0.0,0,0.6200859640303139,0.009501069544125107,0.12593776394855877,0.4400737486922019,6691.326734304962,0.022454171023075557
0.0025,0,0.6177011190980517,0.007116224611862898,0.12580475678413483,0.43875079940819234,6677.404065498199,0.02207494225772281
0.005,0,0.6153226763372334,0.004737781851044565,0.1256829154589444,0.43746982615958824,6663.556015672729,0.021703757367571734
0.0075,0,0.6129506100024631,0.0023657155162742916,0.12557202090301406,0.43623014962627565,6649.782629992349,0.02134098053659817
0.01,0,0.6105848944861888,0.0,0.12547186616732126,0.4350311224321726,6636.083986390595,0.020987001079168
